CWE-ID,Name,Weakness Abstraction,Status,Description
483,Incorrect Block Delimitation,Base,Draft,"The code does not explicitly delimit a block that is intended to contain 2 or more statements, creating a logic error."
484,Omitted Break Statement in Switch,Base,Draft,"The program omits a break statement within a switch or similar construct, causing code associated with multiple conditions to execute. This can cause problems when the programmer only intended to execute code associated with one condition."
487,Reliance on Package-level Scope,Base,Incomplete,"Java packages are not inherently closed; therefore, relying on them for code security is not a good practice."
488,Exposure of Data Element to Wrong Session,Base,Draft,"The product does not sufficiently enforce boundaries between the states of different sessions, causing data to be provided to, or used by, the wrong session."
489,Active Debug Code,Base,Draft,"The application is deployed to unauthorized actors with debugging code still enabled or active, which can create unintended entry points or expose sensitive information."
494,Download of Code Without Integrity Check,Base,Draft,The product downloads source code or an executable from a remote location and executes the code without sufficiently verifying the origin and integrity of the code.
497,Exposure of Sensitive System Information to an Unauthorized Control Sphere,Base,Incomplete,The application does not properly prevent sensitive system-level information from being accessed by unauthorized actors who do not have the same level of access to the underlying system as the application does.
501,Trust Boundary Violation,Base,Draft,The product mixes trusted and untrusted data in the same data structure or structured message.
502,Deserialization of Untrusted Data,Base,Draft,The application deserializes untrusted data without sufficiently verifying that the resulting data will be valid.
515,Covert Storage Channel,Base,Incomplete,A covert storage channel transfers information through the setting of bits by one program and the reading of those bits by another. What distinguishes this case from that of ordinary operation is that the bits are used to convey encoded information.
